value predictor(x_i),resource consumption(x_i),def_value1,value predictor(x_change),resource consumption(x_change),def_value2,,,,
-41953,43938,-0.954822705,-41953,43938,-0.954822705,,,,
-25311,27254,-0.928707713,-25312.84287,27254,-0.928775331,,,,
-25143,27072,-0.928745567,-22976.80685,27072,-0.848729567,,,,
-22007,23987,-0.917455288,-22010,23987,-0.917580356,,,,
-39324,46285,-0.849605704,-30060.89038,45359.3,-0.662728269,,,,
-31980,38933,-0.821411142,-23409.28938,38154.34,-0.613541982,,,,
-13424,20417,-0.657491306,-8929.80996,20008.66,-0.446297251,,,,
-20204.80446,24148,-0.836707159,-15856.16246,24148,-0.656624253,,,,
-6942,23892,-0.290557509,-1204.57512,22936.32,-0.052518238,,,,
-12210,24156,-0.505464481,-6409.17816,23189.76,-0.276379668,,,,
-27733,30713,-0.902972683,-21586.22303,30713,-0.702836683,,,,
-20291,32241,-0.629353928,-13193.46626,31596.18,-0.417565233,,,,
-25629,30548,-0.838974728,-20128.7715,29937.04,-0.672370131,,,,
-28071,38063,-0.737487849,-19694.09496,35017.96,-0.562399836,,,,
-30665.25,43624,-0.70294448,-21938.42985,42751.52,-0.5131614,,,,
-24525,26480,-0.926170695,-20287.42608,26480,-0.766141468,,,,
-18545.33349,25497,-0.727353551,-14973.34385,24987.06,-0.599243923,,,,
-13460,15431,-0.872270106,-11299.56724,15431,-0.732264095,,,,
-39288.109,47346,-0.829808411,-29813.22748,46399.08,-0.642539194,,,,
-28879,35903,-0.804361752,-21700.6608,35184.94,-0.616759921,,,,
-10778,13708,-0.786256201,-10228.73483,13708,-0.746187251,,,,
-39271,54280,-0.723489315,-28417.89832,44509.6,-0.63846672,,,,
-31944.82442,37943,-0.841916148,-23593.31741,36425.28,-0.647718217,,,,
-27110.73907,44113,-0.614574821,-18283.72777,39701.7,-0.460527579,,,,
-9811,16787,-0.584440341,-5780.10556,16115.52,-0.358667022,,,,
-37868,51866,-0.730112212,-26453.74565,46679.4,-0.566711347,,,,
-26978.625,46971,-0.574367695,-18521.96616,40395.06,-0.458520576,,,,
-10311,13261,-0.777543172,-7128.715133,13261,-0.537569952,,,,
-8649,10603,-0.815712534,-8649,10603,-0.815712534,,,,
-31109.88524,34126,-0.911618275,-31109.88524,34126,-0.911618275,,,,
-8139.5,10162,-0.800974218,-5902.43732,10162,-0.580834218,,,,
-18319.94673,30282,-0.604978097,-12260.51853,27253.8,-0.449864552,,,,
-8076,19063,-0.423647904,-3499.73622,17156.7,-0.20398656,,,,
-18470,21432,-0.861795446,-18470,21432,-0.861795446,,,,
-7517.93252,9452,-0.79538008,-7517.93252,9452,-0.79538008,,,,
-21223.93823,24192,-0.877312261,-21223.93823,24192,-0.877312261,,,,
-18528,32506,-0.569987079,-12022.89928,31855.88,-0.377415387,,,,
-31502,40460,-0.778596144,-23406.7632,38841.6,-0.602620984,,,,
-34881.95995,48869,-0.713785016,-25103.27305,46914.24,-0.535088558,,,,
-29366.75029,42296,-0.694315072,-22595.16122,41450.08,-0.545117433,,,,
-29405,40396,-0.727918606,-20515.45624,36356.4,-0.56428734,,,,
-13197,13166,-1.00235455,-10300.5641,13166,-0.782360937,,,,
-27377,30371,-0.901419117,-24337.34884,30371,-0.801335117,,,,
-24555,45542,-0.539172632,-14533.02748,40987.8,-0.354569591,,,,
-40616,42624,-0.95289039,-40616,42624,-0.95289039,,,,
-38546,50477,-0.763634923,-28444.94658,48457.92,-0.587003045,,,,
-18402.125,24410,-0.753876485,-13518.75804,23921.8,-0.565122944,,,,
-19389,29374,-0.660073534,-13511.2626,28199.04,-0.479139098,,,,
-28464,32481,-0.876327699,-21965.98106,31831.38,-0.690073163,,,,
-44913,47938,-0.936897659,-35322.71547,46979.24,-0.751879244,,,,
-26448,36461,-0.725377801,-19152.88312,34273.34,-0.558827448,,,,
-23973,27945,-0.857863661,-19498.55838,27945,-0.697747661,,,,
-12589.88327,17534,-0.718026878,-8729.948513,17183.32,-0.508047834,,,,
-14991,19937,-0.751918543,-10204.91504,19139.52,-0.533185526,,,,
-27687.875,31639,-0.875118525,-21363.47168,31639,-0.675225882,,,,
-9460.904573,21418,-0.441726799,-4318.442773,18419.48,-0.234449766,,,,
-7470,15421,-0.484404384,-4075.52948,15112.58,-0.269677942,,,,
-32381.73607,39384,-0.822205364,-24499.73738,38596.32,-0.634768739,,,,
-27364,35363,-0.773803128,-19578.55064,34655.74,-0.56494395,,,,
-30206,36185,-0.834765787,-22967.87784,35461.3,-0.647688546,,,,
-13668.8679,34626,-0.394757347,-6049.188418,31163.4,-0.194111952,,,,
-9552,17478,-0.54651562,-6054.092904,17128.44,-0.353452673,,,,
-7538.795985,19507,-0.386466191,-3245.305285,17166.16,-0.18905249,,,,
-27470.75,29459,-0.932507892,-27470.75,29459,-0.932507892,,,,
-10430,19352,-0.538962381,-5398.74072,18190.88,-0.296782823,,,,
-39023,39986,-0.975916571,-39027,39986,-0.976016606,,,,
-22134.15963,27040,-0.818570992,-18348.20024,26499.2,-0.692405818,,,,
-17058.66,22026,-0.774478344,-12210.16636,21585.48,-0.565665733,,,,
-26285.7591,34256,-0.767332996,-18745.38524,33570.88,-0.558382302,,,,
-32978,38006,-0.867705099,-24611.35916,37245.88,-0.660780713,,,,
-18997,35919,-0.528884434,-13245.7934,35200.62,-0.376294321,,,,
-21499.375,36467,-0.589556997,-13478.33366,35737.66,-0.377146508,,,,
-23252,34205,-0.679783657,-16405.17959,33520.9,-0.489401525,,,,
-19086.84808,41051,-0.464954522,-12514.58298,38587.94,-0.324313321,,,,
-13304,15254,-0.872164678,-13304,15254,-0.872164678,,,,
-29719,34692,-0.856652831,-22086.81312,33998.16,-0.649647308,,,,
-11200.95904,23185,-0.483112316,-5169.613141,21793.9,-0.237204591,,,,
-26545,36532,-0.726623234,-19236.40808,34340.08,-0.560173654,,,,
-20658.26599,39620,-0.521410045,-11939.81723,33280.8,-0.358759923,,,,
-9641.5,11617,-0.829947491,-7318.690088,11617,-0.629998286,,,,
-30434,37402,-0.813699802,-22204.53241,36653.96,-0.60578809,,,,
-25093,43074,-0.582555602,-17333.85571,42212.52,-0.410633047,,,,
-15902,22854,-0.695808174,-9956.76044,21482.76,-0.46347678,,,,
-20150,23081,-0.873012434,-20155.82,23081,-0.87326459,,,,
-23299,36300,-0.64184573,-16035.37,32670,-0.490828589,,,,
-25032.53824,28014,-0.893572437,-19987.10478,28014,-0.713468437,,,,
-13142,16074,-0.817593629,-10247.0083,16074,-0.637489629,,,,
-8658.918752,10637,-0.814037675,-8021.039136,10637,-0.754069675,,,,
-34536.9168,44562,-0.775030672,-24729.76445,40997.04,-0.603208535,,,,
-20588,22571,-0.912143901,-20591.60125,22571,-0.912303454,,,,
-24273,30197,-0.803821572,-17023.90818,28989.12,-0.587251637,,,,
-29537.79456,36506,-0.809121639,-22234.5553,35775.88,-0.621495692,,,,
-9148.760596,16088,-0.568669853,-5285.546852,15444.48,-0.342228864,,,,
-27882,29807,-0.935417855,-24304.15985,29807,-0.815384301,,,,
-18100,21089,-0.858267343,-18100,21089,-0.858267343,,,,
-23927,26951,-0.887796371,-19072.26247,26951,-0.707664371,,,,
-43223,51212,-0.844001406,-31951.6485,47115.04,-0.678162398,,,,
-28302.81885,42282,-0.669382216,-18996.55065,39745.08,-0.477959804,,,,
-31283.91478,34215,-0.914333327,-31283.91478,34215,-0.914333327,,,,
-18442.54643,31395,-0.587435784,-11531.5847,30767.1,-0.374802458,,,,
-25509,28451,-0.896594144,-22092.37631,28451,-0.776506144,,,,
-23901.89351,40840,-0.585256942,-17363.40951,38389.6,-0.452294619,,,,
-11231,14155,-0.793429883,-8114.9183,14155,-0.573289883,,,,
-28595,30586,-0.934904858,-28595,30586,-0.934904858,,,,
-19541,32470,-0.601817062,-13042.71396,31820.6,-0.409882716,,,,
-14123,21090,-0.669653864,-9479.906337,20668.2,-0.458671115,,,,
-30447,32383,-0.940215545,-30447.30128,32383,-0.940224849,,,,
-13894,21815,-0.636901215,-9093.6359,21378.7,-0.425359629,,,,
-44238,56231,-0.78671907,-32985.50213,53981.76,-0.611049031,,,,
-20864.375,33849,-0.61639561,-12740.59104,32495.04,-0.392078023,,,,
-33219.14121,41148,-0.807308769,-24985.36768,40325.04,-0.619599328,,,,
-7466,14403,-0.51836423,-4295.32358,14114.94,-0.304310438,,,,
-9033,13971,-0.646553575,-7636.124349,13971,-0.546569633,,,,
-27781,39737,-0.699121725,-19829.86399,38942.26,-0.509211946,,,,
-19484,29505,-0.66036265,-13580.0495,28324.8,-0.479440261,,,,
-31807.74213,38752,-0.820802594,-23275.53004,37976.96,-0.612885551,,,,
-28191.96625,31116,-0.906027968,-28191.96625,31116,-0.906027968,,,,
-25576,39548,-0.646707798,-16871.4852,37175.12,-0.453838083,,,,
-31564,49502,-0.637630803,-20667.61976,47521.92,-0.434907086,,,,
-39160.99268,49153,-0.796716226,-29326.46044,46203.82,-0.63471939,,,,
-32887.88289,36819,-0.893231291,-25522.02103,36082.62,-0.707321725,,,,
-12187.96254,17116,-0.712080074,-12187.96254,17116,-0.712080074,,,,
-36768,38809,-0.947409106,-36768,38809,-0.947409106,,,,
-29743,34680,-0.857641292,-21414.9448,33292.8,-0.643230512,,,,
-11334,19286,-0.587680183,-6702.65996,18514.56,-0.362021023,,,,
-26074.9727,29045,-0.897743939,-22587.83,29045,-0.777683939,,,,
-22296.91173,39259,-0.567943955,-14441.18583,35333.1,-0.408715505,,,,
-22018.94881,23976,-0.918374575,-22018.94881,23976,-0.918374575,,,,
-9674,21598,-0.447911844,-4055.49628,20302.12,-0.199757281,,,,
-20912,28879,-0.724124797,-14555.15452,28301.42,-0.514290609,,,,
-14482,28433,-0.509337741,-8792.5567,25589.7,-0.34359749,,,,
-9471.860112,21416,-0.442279609,-5615.434416,20987.68,-0.267558607,,,,
-8087.5,15026,-0.538233728,-4779.67636,14725.48,-0.324585437,,,,
-32885.91438,45904,-0.716406291,-22781.5259,44067.84,-0.516964886,,,,
-29768,47765,-0.623217837,-20211.1788,42033.2,-0.480838452,,,,
-19327.86074,27256,-0.709123156,-13874.11051,26710.88,-0.519417949,,,,
-10040.51603,16966,-0.591802194,-5967.74476,16287.36,-0.366403442,,,,
-31173,38121,-0.817738255,-22781.80548,37358.58,-0.609814545,,,,
-33668,46623,-0.722132853,-23405.75008,44758.08,-0.5229391,,,,
-17855.96031,25822,-0.691501832,-13721.44496,25305.56,-0.542230441,,,,
-21425.78944,23407,-0.915358202,-21425.91463,23407,-0.915363551,,,,
-13171,18129,-0.726515528,-13179.45865,18129,-0.726982109,,,,
-29411,38362,-0.766670142,-21734.7638,36827.52,-0.590177232,,,,
-15582.11266,22516,-0.692046219,-10626.31378,22065.68,-0.481576538,,,,
-17229,27192,-0.633605472,-11788.42464,26104.32,-0.451589034,,,,
-28160,36130,-0.779407694,-20929.23084,35407.4,-0.591097647,,,,
-8341,31258,-0.266843688,-2087.250324,28132.2,-0.074194351,,,,
-10873,22805,-0.476781408,-5396.6073,21892.8,-0.246501466,,,,
-28999,34953,-0.829656968,-22008.31643,34253.94,-0.64250467,,,,
-32858,37811,-0.869006374,-25293.68258,37054.78,-0.682602422,,,,
-41565.90804,53538,-0.776381412,-30855.33963,47113.44,-0.654915872,,,,
-38487,44538,-0.864138488,-29573.52098,43647.24,-0.677557641,,,,
-18626,21615,-0.861716401,-16032.02708,21615,-0.741708401,,,,
-28195,35214,-0.800675868,-21147.55175,34509.72,-0.612799865,,,,
-30891,33830,-0.913124446,-30890.76801,33830,-0.913117588,,,,
-27675,29591,-0.935250583,-27675,29591,-0.935250583,,,,
-20352.375,23342,-0.871920787,-20363.58053,23342,-0.872400845,,,,
-39187,46194,-0.848313634,-29942.8415,45270.12,-0.661426157,,,,
-8713,17692,-0.492482478,-3756.76312,16276.64,-0.230807041,,,,
-30158.85611,38103,-0.791508703,-21772.71829,37340.94,-0.583079009,,,,
-8004,9990,-0.801201201,-7604.71968,9990,-0.761233201,,,,
-17450,25444,-0.68581984,-12365.83059,24935.12,-0.495920236,,,,
-29072.79871,31047,-0.936412494,-23480.3918,31047,-0.756285367,,,,
-7735,15667,-0.4937129,-3659.38662,14726.98,-0.248481808,,,,
-28989.55775,42023,-0.689849791,-20581.59591,36980.24,-0.55655658,,,,
-26173.98107,31160,-0.839986556,-18693.96075,28667.2,-0.652102778,,,,
-28766,36745,-0.78285481,-21412.14966,36010.1,-0.594615112,,,,
-34696.56,36716,-0.944998366,-34697.12,36716,-0.945013618,,,,
-12732.61663,30682,-0.414986527,-7819.940058,30682,-0.25487061,,,,
-14106,16052,-0.878769001,-14106,16052,-0.878769001,,,,
-28920.375,47912,-0.603614439,-19343.93327,45995.52,-0.420561247,,,,
-30119.98547,45036,-0.668797972,-22910.62259,44135.28,-0.519099972,,,,
-22363,29326,-0.762565641,-15907.17436,28739.48,-0.553495552,,,,
-20858.89386,23802,-0.876350469,-20858.98,23802,-0.876354088,,,,
-20668.9582,27624,-0.748224667,-15140.51183,27071.52,-0.559278232,,,,
-25501,37425,-0.681389446,-19510.6287,36676.5,-0.531965392,,,,
-18243.49531,29223,-0.624285505,-11229.6205,25131.78,-0.446829493,,,,
-21819.99856,28779,-0.758191687,-15485.16508,28203.42,-0.549052742,,,,
-25236,28173,-0.895751251,-24674.23038,28173,-0.875811251,,,,
-28341.64824,36337,-0.779966652,-20344.68282,35610.26,-0.5713152,,,,
-30491.625,38461,-0.792793349,-22024.82046,37691.78,-0.584340152,,,,
-20026.60294,28005,-0.715108121,-14422.51334,27444.9,-0.525507957,,,,
-25536.58165,29512,-0.865294851,-21994.77928,29512,-0.745282573,,,,
-43284,51308,-0.843611133,-33017.67966,48229.52,-0.684594822,,,,
-19860.19028,27843,-0.71329204,-13174.53198,26729.28,-0.492887649,,,,
-13753.80301,18668,-0.73675825,-13754.99,18668,-0.736821834,,,,
-23564,31524,-0.747493973,-16623.35392,30893.52,-0.53808546,,,,
-21080,26014,-0.810332898,-15875.74322,25493.72,-0.622731528,,,,
-29189,34146,-0.854829263,-22359.02379,33463.08,-0.668169929,,,,
-22365,25306,-0.883782502,-22365,25306,-0.883782502,,,,
-11058,15035,-0.735483871,-8048.8951,15035,-0.535343871,,,,
-14352,22357,-0.641946594,-8536.05002,21015.58,-0.406177228,,,,
-34404,44331,-0.776070921,-24646.7469,39011.28,-0.631785138,,,,
-39133,46114,-0.848614304,-29904.11295,45191.72,-0.661716636,,,,
-15906.92385,22876,-0.695354251,-10871.00121,22418.48,-0.484912501,,,,
-26628.52675,39575,-0.672862331,-17918.3425,34826,-0.514510495,,,,
-47091,49034,-0.960374434,-47091,49034,-0.960374434,,,,
-29509.875,42505,-0.694268321,-21854.21444,41654.9,-0.524649308,,,,
-21106,34048,-0.619889568,-14292.9952,30643.2,-0.466432853,,,,
-16083.375,23019,-0.698699987,-11479.219,22558.62,-0.508861756,,,,
-11781,16721,-0.704563124,-7765.61906,16052.16,-0.483774088,,,,
-11812.26202,21752,-0.543042572,-6155.77976,20011.84,-0.307606885,,,,
-21270,26286,-0.809175987,-16010.06626,26286,-0.609071987,,,,
-13635.99042,15564,-0.876123774,-11767.93688,15564,-0.756099774,,,,
-33115.49286,46168,-0.717282379,-22955.77656,39704.48,-0.578165904,,,,
-22745.92326,35729,-0.636623562,-16310.27287,35014.42,-0.46581588,,,,
-23874,32911,-0.725410957,-16629.63068,31594.56,-0.526344747,,,,
-7753.5,15730,-0.492911634,-4605.42364,15415.4,-0.298754728,,,,
-30247.87,33231,-0.910230508,-30247.06212,33231,-0.910206196,,,,
-28895.125,35883,-0.805259454,-21721.59674,35165.34,-0.61769904,,,,
-27673.66547,35649,-0.776281676,-19826.85212,34936.02,-0.567518914,,,,
-17685.58005,29643,-0.596619102,-11753.06717,29050.14,-0.404578676,,,,
-22148,35150,-0.630099573,-15114.485,31635,-0.477777304,,,,
-26088,34035,-0.766505068,-19277.17738,33354.3,-0.57795179,,,,
-10630,28599,-0.371691318,-3762.23614,27455.04,-0.137032623,,,,
-21698,34658,-0.626060361,-14068.38788,33964.84,-0.41420445,,,,
-32329,34339,-0.941465972,-32329,34339,-0.941465972,,,,
-25934.375,35917,-0.722064064,-18753.57312,33761.98,-0.555464256,,,,
-29761,31672,-0.939662794,-24691.53987,31672,-0.779601537,,,,
-26096,33054,-0.789495976,-18819.49244,32392.92,-0.580975486,,,,
-13580.25,21541,-0.630437306,-9269.206588,21110.18,-0.439087047,,,,
-37126,49119,-0.755837863,-27295.71629,48136.62,-0.567046799,,,,
-16609,26606,-0.624257686,-11285.1394,25541.76,-0.441830923,,,,
-32993.79716,49932,-0.660774597,-23000.80613,48933.36,-0.470043466,,,,
-8942.730445,15893,-0.562683599,-5126.76284,15257.28,-0.336020761,,,,
-12513,25487,-0.490956174,-6394.486534,24467.52,-0.26134592,,,,
-22376,33352,-0.670904294,-15703.59888,30683.84,-0.511787276,,,,
-15395.87115,22359,-0.688576016,-9579.400888,21017.46,-0.455782996,,,,
-28384.43458,30341,-0.935514142,-28385.64028,30341,-0.93555388,,,,
-16839,24848,-0.677680296,-11369.45824,24351.04,-0.466898261,,,,
-21221,34169,-0.621060025,-14386.7831,30752.1,-0.467830916,,,,
-21555.78422,28545,-0.755150962,-15843.63806,27974.1,-0.566368107,,,,
-26563.73057,26493,-1.002669783,-23912.21862,26493,-0.902586291,,,,
-9536,14468,-0.659109759,-6061.94384,13889.28,-0.436447666,,,,
-29763,31751,-0.937387799,-24044.89891,31751,-0.757295799,,,,
-31520,47511,-0.663425312,-22014.94934,43710.12,-0.503657948,,,,
-10997.125,31951,-0.344187193,-3967.26598,25560.8,-0.155208991,,,,
-13522,16480,-0.820509709,-13522,16480,-0.820509709,,,,
-20232,32212,-0.628088911,-13785.09032,32212,-0.427948911,,,,
-36050,54063,-0.666814642,-25232.4262,50819.22,-0.496513449,,,,
-17201.90286,20175,-0.85263459,-17201.90286,20175,-0.85263459,,,,
-25916.90991,32895,-0.787867758,-18675.40461,32237.1,-0.579314039,,,,
-13320,17274,-0.771101077,-13320.93217,17274,-0.77115504,,,,
-26062,34083,-0.764662735,-19241.55402,33401.34,-0.57607132,,,,
-20695.91767,26679,-0.775738134,-14825.04365,25611.84,-0.578835556,,,,
-34241,42190,-0.811590424,-24954.1372,40502.4,-0.616115025,,,,
-36722,47695,-0.769933955,-27180.1383,43879.4,-0.619428212,,,,
-22437,30419,-0.737598212,-15132.18134,29202.24,-0.518185637,,,,
-15820,34791,-0.4547153,-8163.19672,29920.26,-0.272831744,,,,
-8544,16534,-0.516753357,-4573.52524,15872.64,-0.288138913,,,,
-9888,24818,-0.398420501,-4921.42184,24321.64,-0.20234745,,,,
-31976.90737,45965,-0.695679481,-21860.01087,43207.1,-0.505935619,,,,
-29214,41177,-0.709473735,-20149.29522,40353.46,-0.499320138,,,,
-28037.95,34992,-0.801267433,-22435.12093,34292.16,-0.654234698,,,,
-26446.97409,34414,-0.768494627,-20937.01738,33725.72,-0.620802681,,,,
-38275,55283,-0.692346653,-26106.5483,51966.02,-0.50237729,,,,
-38561.91816,40572,-0.950456427,-33692.95358,40572,-0.830448427,,,,
-19930,21879,-0.910919146,-19930,21879,-0.910919146,,,,
-24582.90273,27537,-0.892722618,-21276.25977,27537,-0.772642618,,,,
-22051,29028,-0.759645859,-16240.5648,28447.44,-0.570897234,,,,
-14171.84412,26117,-0.542629097,-7901.22362,25072.32,-0.315137316,,,,
-7909,24890,-0.317758136,-2429.7154,24392.2,-0.099610343,,,,
-31050.28286,40977,-0.757749051,-22853.0103,38518.38,-0.593301439,,,,
-11880.74942,13858,-0.857320639,-9662.686775,13858,-0.697264163,,,,
-15333,20281,-0.756027809,-11275.66426,19875.38,-0.567318173,,,,
-28785.59742,34715,-0.829197679,-20449.13732,33326.4,-0.613601749,,,,
-17065.71315,25055,-0.68113004,-11049.00545,24052.8,-0.459364625,,,,
-31786,38720,-0.820919421,-24036.88896,37945.6,-0.633456553,,,,
-15965,36932,-0.432280949,-10792.30408,36193.36,-0.298184642,,,,
-18487,35480,-0.521054115,-10681.79328,31222.4,-0.342119545,,,,
-23938,26945,-0.888402301,-20162.68216,26945,-0.748290301,,,,
-23665.5,30610,-0.773129696,-16936.2946,29997.8,-0.564584556,,,,
-19101,26046,-0.73335637,-13889.73125,25525.08,-0.544160146,,,,
-15128,23095,-0.655033557,-9579.626306,22171.2,-0.432075228,,,,
-22644.45199,28598,-0.791819428,-16349.42628,28026.04,-0.583365551,,,,
-26014,29028,-0.896169216,-24857.65849,29028,-0.856333832,,,,
-29484,36468,-0.808489635,-22185.58622,35738.64,-0.620773097,,,,
-12475.88501,14471,-0.862130123,-9290.296954,14471,-0.641994123,,,,
-15384,23381,-0.657970147,-9769.28666,22445.76,-0.435239736,,,,
-8962.898322,26912,-0.333044676,-4115.482912,26373.76,-0.156044603,,,,
-34811,36828,-0.945231889,-34811,36828,-0.945231889,,,,
-21403,34378,-0.622578393,-15211.5222,31627.76,-0.480954775,,,,
-22373.97331,29321,-0.763069926,-15919.24837,28734.58,-0.554010129,,,,
-27816.16826,36776,-0.756367421,-20457.25688,36040.48,-0.56761888,,,,
-11990,19926,-0.601726388,-8002.169768,19527.48,-0.409790191,,,,
-8107.321909,25035,-0.323839501,-2596.686214,24534.3,-0.105839018,,,,
-15965.375,18976,-0.841345647,-15965.375,18976,-0.841345647,,,,
-13414,21404,-0.626705289,-7845.96344,20119.76,-0.389963073,,,,
-7467,14466,-0.516175861,-3993.13476,13887.36,-0.287537355,,,,
-9124,17057,-0.534912353,-5369.07202,16715.86,-0.321196278,,,,
-17271,27241,-0.634007562,-10730.4359,25061.72,-0.428160394,,,,
-16356,19317,-0.846715328,-16356,19317,-0.846715328,,,,
-12078,20071,-0.601763739,-8064.134931,19669.58,-0.409980027,,,,
-16296,23253,-0.700812798,-11177.08458,22787.94,-0.490482447,,,,
-13872,20821,-0.66625042,-9705.051628,20404.58,-0.475631041,,,,
-24809,27793,-0.892634836,-19803.03601,27793,-0.712518836,,,,
-16553,28527,-0.5802573,-10843.83444,27956.46,-0.387882959,,,,
-32758,39707,-0.824993074,-24015.90202,38912.86,-0.617171342,,,,
-5185.960127,17139,-0.302582422,-1070.886227,14739.54,-0.072653979,,,,
-30329.33154,38292,-0.792053994,-21901.1952,37526.16,-0.583624735,,,,
-10693,15651,-0.68321513,-6622.116282,15651,-0.423111385,,,,
-29852.29072,39815,-0.749774977,-21887.46593,37426.1,-0.58481824,,,,
-11267,18207,-0.618827923,-6894.77102,17478.72,-0.394466587,,,,
-8772,26699,-0.328551631,-3428.675732,26165.02,-0.13104044,,,,
-17147.5,19127,-0.896507555,-17149.95,19127,-0.896635646,,,,
-14068,15011,-0.937179402,-9862.81846,15011,-0.657039402,,,,
-19077,33025,-0.577653293,-13790.358,30383,-0.453884014,,,,
-12784,19706,-0.648736425,-8452.91116,19311.88,-0.437705245,,,,
-14756,22727,-0.649271791,-10207.60004,22272.46,-0.458305909,,,,
-21379,24345,-0.878168002,-18455.36026,24345,-0.758076002,,,,
-31217,38183,-0.81756279,-22817.51584,37419.34,-0.609778682,,,,
-12606.55552,33573,-0.375496843,-5890.05814,30887.16,-0.190696009,,,,
-39320,56321,-0.698141013,-28049.49205,54068.16,-0.518780222,,,,
-10073.125,22024,-0.457370369,-5224.76164,21583.52,-0.242071805,,,,
-23438.25205,35357,-0.662902736,-17777.69193,34649.86,-0.513066775,,,,
-17727,25689,-0.690061894,-11558.04354,24661.44,-0.46866864,,,,
-35948,52934,-0.679109835,-25355.27139,50816.64,-0.498956078,,,,
-8880,13816,-0.642733063,-6114.921024,13816,-0.442597063,,,,
-31906.41014,34893,-0.914407192,-31906.65315,34893,-0.914414156,,,,
-21252.98687,29231,-0.727070127,-14818.08373,28646.38,-0.51727596,,,,
-19114.7955,32066,-0.596107887,-12697.43501,31424.68,-0.404059326,,,,
-37061,39042,-0.949259772,-37061,39042,-0.949259772,,,,
-13608,25578,-0.532019704,-7977.25908,25066.44,-0.318244596,,,,
-34267,42280,-0.810477767,-25805.9264,41434.4,-0.622814048,,,,
-35677.75,41653,-0.856546947,-26520.28687,40819.94,-0.649689511,,,,
-18190,22142,-0.821515672,-18185,22142,-0.821289856,,,,
-10127,16086,-0.629553649,-6264.10796,15442.56,-0.405639218,,,,
-8813,19756,-0.446092326,-4070.57952,17780.4,-0.22893633,,,,
-22670,25631,-0.88447583,-22158.91786,25631,-0.86453583,,,,
-34084.69745,37006,-0.921058678,-34085.99684,37006,-0.921093791,,,,
-29678.96445,39598,-0.749506653,-22548.15661,38014.08,-0.593152764,,,,
-12441,24362,-0.510672359,-6592.65932,23387.52,-0.281887918,,,,
-31435,42384,-0.741671385,-22107.19158,38145.6,-0.579547617,,,,
-11107,29057,-0.382248684,-4710.39202,28475.86,-0.165417024,,,,
-24145,40081,-0.60240513,-16127.99838,32866.42,-0.490713573,,,,
-27791.90754,29759,-0.933899242,-27791.90754,29759,-0.933899242,,,,
-22906.62775,25847,-0.886239322,-19805.46778,25847,-0.766257894,,,,
-37702.875,45701,-0.824990153,-28559.03104,44786.98,-0.637663693,,,,
-13523,16498,-0.819675112,-11871.81417,16498,-0.719591112,,,,
-16792,24767,-0.67799895,-10844.45262,23776.32,-0.456103073,,,,
-29796,44737,-0.666025885,-20843.62918,42052.78,-0.495654013,,,,
-39192.79287,44218,-0.886353812,-30344.43688,43333.64,-0.70025128,,,,
-12664,19586,-0.646584295,-8743.795251,19194.28,-0.455541716,,,,
-30601.72538,39605,-0.772673283,-21884.66488,37228.7,-0.587843918,,,,
-15951,23946,-0.666123779,-10679.52756,23467.08,-0.455085488,,,,
-23017,29981,-0.767719556,-17016.84251,29381.38,-0.579170975,,,,
-19081,37039,-0.515159697,-10929.55175,32594.32,-0.335320748,,,,
-17589.95922,25527,-0.689072716,-11459.90544,24505.92,-0.467638246,,,,
-10416,24372,-0.427375677,-5054.74792,23884.56,-0.211632449,,,,
-14407,18381,-0.783798488,-14407.91,18381,-0.783847995,,,,
-38667,46627,-0.829283462,-28404.3973,44761.92,-0.634566107,,,,
-10992.83469,14963,-0.734667826,-7999.384736,14963,-0.534611023,,,,
-25443.59,38408,-0.662455478,-17757.08014,37639.84,-0.471762902,,,,
-27016,33965,-0.795407037,-20220.19929,33285.7,-0.607474059,,,,
-26403,41343,-0.6386329,-17306.44391,33901.26,-0.510495596,,,,
-23537,31502,-0.747158911,-17231.73074,30871.96,-0.558167694,,,,
-11394,19389,-0.587652793,-7125.705839,19001.22,-0.37501307,,,,
-32101.87206,39041,-0.822260497,-23510.28508,38260.18,-0.614484435,,,,
-9468.840954,20452,-0.462978728,-5375.74129,20042.96,-0.268210947,,,,
-7765,9723,-0.798621825,-7765,9723,-0.798621825,,,,
-29307,38273,-0.765735636,-21653.25628,36742.08,-0.589331259,,,,
-13512.98031,20480,-0.659813492,-9414.276948,20070.4,-0.469062747,,,,
-28316,41253,-0.686398565,-20060.44964,40427.94,-0.496202617,,,,
-18797,21734,-0.864866108,-18800.62996,21734,-0.865033126,,,,
-22253,32283,-0.689310163,-14501.8517,29700.36,-0.488271917,,,,
-11290.875,21286,-0.530436672,-6605.40068,20434.56,-0.323246533,,,,
-18670.66098,21590,-0.864782815,-18671.66353,21590,-0.864829251,,,,
-42766,44754,-0.95557939,-37392.83476,44754,-0.83551939,,,,
-34472,37472,-0.919940222,-26972.50381,37472,-0.719804222,,,,
-29800,41749,-0.713789552,-20609.08325,36739.12,-0.560957455,,,,
-9890.441266,26878,-0.367975343,-3973.982209,26340.44,-0.150870001,,,,
-11534,18473,-0.624370703,-7097.89378,17734.08,-0.400240316,,,,
-7796.840318,15720,-0.495982209,-3709.5892,14776.8,-0.251041443,,,,
