value predictor(x_i),resource consumption(x_i),def_value1,value predictor(x_change),resource consumption(x_change),def_value2,diff_1,change_1,change_1  pct,diff_2,change_2,change_2 pct,,Employee,dc1 diff,dc1 ,dc1 pct,dc2 diff
-20858.89386,23802,-0.876350469,-20858.98,23802,-0.876354088,-0.086138179,-4.12957E-06,-0.000412957,-3.61895E-06,-4.12957E-06,-0.000412957,,918,-3.61895E-06,-4.12957E-06,-0.000412957,
-20668.9582,27624,-0.748224667,-15140.51183,27071.52,-0.559278232,5528.446368,0.267475812,26.74758115,0.188946435,0.252526338,25.25263383,,919,0.188946435,0.252526338,25.25263383,
-25501,37425,-0.681389446,-19510.6287,36676.5,-0.531965392,5990.3713,0.23490731,23.49073095,0.149424054,0.219293173,21.9293173,,920,0.149424054,0.219293173,21.9293173,
-18243.49531,29223,-0.624285505,-11229.6205,25131.78,-0.446829493,7013.874809,0.384458937,38.44589366,0.177456012,0.284254577,28.42545775,,921,0.177456012,0.284254577,28.42545775,
-21819.99856,28779,-0.758191687,-15485.16508,28203.42,-0.549052742,6334.83348,0.29032236,29.03223601,0.209138945,0.275839143,27.58391429,,922,0.209138945,0.275839143,27.58391429,
-25236,28173,-0.895751251,-24674.23038,28173,-0.875811251,561.76962,0.022260644,2.226064432,0.01994,0.022260644,2.226064432,,923,0.01994,0.022260644,2.226064432,
-28341.64824,36337,-0.779966652,-20344.68282,35610.26,-0.5713152,7996.965421,0.282163033,28.21630328,0.208651452,0.267513299,26.75132987,,924,0.208651452,0.267513299,26.75132987,
-30491.625,38461,-0.792793349,-22024.82046,37691.78,-0.584340152,8466.80454,0.277676396,27.76763961,0.208453197,0.262935098,26.2935098,,925,0.208453197,0.262935098,26.2935098,
-20026.60294,28005,-0.715108121,-14422.51334,27444.9,-0.525507957,5604.089596,0.279832262,27.98322618,0.189600164,0.265134961,26.5134961,,926,0.189600164,0.265134961,26.5134961,
-25536.58165,29512,-0.865294851,-21994.77928,29512,-0.745282573,3541.802375,0.138695242,13.86952421,0.120012279,0.138695242,13.86952421,,927,0.120012279,0.138695242,13.86952421,
-43284,51308,-0.843611133,-33017.67966,48229.52,-0.684594822,10266.32034,0.237185111,23.71851108,0.159016311,0.188494799,18.84947987,,928,0.159016311,0.188494799,18.84947987,
-19860.19028,27843,-0.71329204,-13174.53198,26729.28,-0.492887649,6685.658303,0.336636166,33.66361655,0.220404391,0.308996006,30.89960057,,929,0.220404391,0.308996006,30.89960057,
-13753.80301,18668,-0.73675825,-13754.99,18668,-0.736821834,-1.186994905,-8.6303E-05,-0.008630303,-6.35845E-05,-8.6303E-05,-0.008630303,,930,-6.35845E-05,-8.6303E-05,-0.008630303,
-23564,31524,-0.747493973,-16623.35392,30893.52,-0.53808546,6940.646076,0.294544478,29.45444779,0.209408513,0.280147426,28.01474264,,931,0.209408513,0.280147426,28.01474264,
-21080,26014,-0.810332898,-15875.74322,25493.72,-0.622731528,5204.256784,0.246881252,24.68812516,0.187601369,0.231511481,23.15114812,,932,0.187601369,0.231511481,23.15114812,
-29189,34146,-0.854829263,-22359.02379,33463.08,-0.668169929,6829.976208,0.233991442,23.39914423,0.186659333,0.218358615,21.83586146,,933,0.186659333,0.218358615,21.83586146,
-22365,25306,-0.883782502,-22365,25306,-0.883782502,0,0,0,0,0,0,,934,0,0,0,
-11058,15035,-0.735483871,-8048.8951,15035,-0.535343871,3009.1049,0.272120175,27.21201754,0.20014,0.272120175,27.21201754,,935,0.20014,0.272120175,27.21201754,
-14352,22357,-0.641946594,-8536.05002,21015.58,-0.406177228,5815.94998,0.405236203,40.52362026,0.235769366,0.367272556,36.7272556,,936,0.235769366,0.367272556,36.7272556,
-34404,44331,-0.776070921,-24646.7469,39011.28,-0.631785138,9757.2531,0.283608101,28.36081008,0.144285783,0.185918296,18.59182964,,937,0.144285783,0.185918296,18.59182964,
-39133,46114,-0.848614304,-29904.11295,45191.72,-0.661716636,9228.887048,0.235833875,23.58338755,0.186897667,0.220238648,22.02386484,,938,0.186897667,0.220238648,22.02386484,
-15906.92385,22876,-0.695354251,-10871.00121,22418.48,-0.484912501,5035.92264,0.316586833,31.65868327,0.21044175,0.302639625,30.26396252,,939,0.21044175,0.302639625,30.26396252,
-26628.52675,39575,-0.672862331,-17918.3425,34826,-0.514510495,8710.184253,0.327099743,32.70997428,0.158351836,0.235340617,23.53406169,,940,0.158351836,0.235340617,23.53406169,
-47091,49034,-0.960374434,-47091,49034,-0.960374434,0,0,0,0,0,0,,941,0,0,0,
-29509.875,42505,-0.694268321,-21854.21444,41654.9,-0.524649308,7655.66056,0.259427075,25.94270752,0.169619014,0.244313342,24.4313342,,942,0.169619014,0.244313342,24.4313342,
-21106,34048,-0.619889568,-14292.9952,30643.2,-0.466432853,6813.0048,0.322799431,32.27994314,0.153456715,0.247554924,24.75549238,,943,0.153456715,0.247554924,24.75549238,
-16083.375,23019,-0.698699987,-11479.219,22558.62,-0.508861756,4604.156004,0.286268025,28.62680255,0.189838231,0.271702067,27.17020668,,944,0.189838231,0.271702067,27.17020668,
-11781,16721,-0.704563124,-7765.61906,16052.16,-0.483774088,4015.38094,0.340835323,34.0835323,0.220789036,0.313370128,31.33701281,,945,0.220789036,0.313370128,31.33701281,
-11812.26202,21752,-0.543042572,-6155.77976,20011.84,-0.307606885,5656.482264,0.478865289,47.88652887,0.235435687,0.433549227,43.35492268,,946,0.235435687,0.433549227,43.35492268,
-21270,26286,-0.809175987,-16010.06626,26286,-0.609071987,5259.933744,0.247293547,24.7293547,0.200104,0.247293547,24.7293547,,947,0.200104,0.247293547,24.7293547,
-13635.99042,15564,-0.876123774,-11767.93688,15564,-0.756099774,1868.053536,0.136994342,13.69943421,0.120024,0.136994342,13.69943421,,948,0.120024,0.136994342,13.69943421,
-33115.49286,46168,-0.717282379,-22955.77656,39704.48,-0.578165904,10159.7163,0.30679647,30.67964697,0.139116475,0.193949383,19.39493834,,949,0.139116475,0.193949383,19.39493834,
-22745.92326,35729,-0.636623562,-16310.27287,35014.42,-0.46581588,6435.650396,0.282936433,28.29364331,0.170807682,0.268302483,26.83024828,,950,0.170807682,0.268302483,26.83024828,
-23874,32911,-0.725410957,-16629.63068,31594.56,-0.526344747,7244.36932,0.303441791,30.34417911,0.19906621,0.274418532,27.44185324,,951,0.19906621,0.274418532,27.44185324,
-7753.5,15730,-0.492911634,-4605.42364,15415.4,-0.298754728,3148.07636,0.406020037,40.60200374,0.194156905,0.393897997,39.38979973,,952,0.194156905,0.393897997,39.38979973,
-30247.87,33231,-0.910230508,-30247.06212,33231,-0.910206196,0.807884575,2.67088E-05,0.002670881,2.43112E-05,2.67088E-05,0.002670881,,953,2.43112E-05,2.67088E-05,0.002670881,
-28895.125,35883,-0.805259454,-21721.59674,35165.34,-0.61769904,7173.528257,0.248260849,24.82608487,0.187560415,0.232919233,23.29192334,,954,0.187560415,0.232919233,23.29192334,
-27673.66547,35649,-0.776281676,-19826.85212,34936.02,-0.567518914,7846.813349,0.283548031,28.35480308,0.208762762,0.268926562,26.89265621,,955,0.208762762,0.268926562,26.89265621,
-17685.58005,29643,-0.596619102,-11753.06717,29050.14,-0.404578676,5932.512876,0.3354435,33.54435003,0.192040426,0.321881123,32.18811228,,956,0.192040426,0.321881123,32.18811228,
-22148,35150,-0.630099573,-15114.485,31635,-0.477777304,7033.515,0.317568855,31.7568855,0.15232227,0.241743172,24.17431722,,957,0.15232227,0.241743172,24.17431722,
-26088,34035,-0.766505068,-19277.17738,33354.3,-0.57795179,6810.82262,0.261071091,26.10710909,0.188553279,0.245990909,24.59909091,,958,0.188553279,0.245990909,24.59909091,
-10630,28599,-0.371691318,-3762.23614,27455.04,-0.137032623,6867.76386,0.64607374,64.60737404,0.234658695,0.631326813,63.13268129,,959,0.234658695,0.631326813,63.13268129,
-21698,34658,-0.626060361,-14068.38788,33964.84,-0.41420445,7629.61212,0.351627437,35.16274366,0.211855911,0.338395344,33.83953435,,960,0.211855911,0.338395344,33.83953435,
-32329,34339,-0.941465972,-32329,34339,-0.941465972,0,0,0,0,0,0,,961,0,0,0,
-25934.375,35917,-0.722064064,-18753.57312,33761.98,-0.555464256,7180.801884,0.276883553,27.68835526,0.166599808,0.230727184,23.07271836,,962,0.166599808,0.230727184,23.07271836,
-29761,31672,-0.939662794,-24691.53987,31672,-0.779601537,5069.460133,0.170339039,17.03390388,0.160061257,0.170339039,17.03390388,,963,0.160061257,0.170339039,17.03390388,
-26096,33054,-0.789495976,-18819.49244,32392.92,-0.580975486,7276.50756,0.278836127,27.88361266,0.20852049,0.264118497,26.41184965,,964,0.20852049,0.264118497,26.41184965,
-13580.25,21541,-0.630437306,-9269.206588,21110.18,-0.439087047,4311.043412,0.317449488,31.74494882,0.191350259,0.303519886,30.35198859,,965,0.191350259,0.303519886,30.35198859,
-37126,49119,-0.755837863,-27295.71629,48136.62,-0.567046799,9830.283708,0.264781655,26.47816546,0.188791064,0.249777199,24.97771986,,966,0.188791064,0.249777199,24.97771986,
-16609,26606,-0.624257686,-11285.1394,25541.76,-0.441830923,5323.8606,0.320540707,32.05407068,0.182426763,0.292229903,29.2229903,,967,0.182426763,0.292229903,29.2229903,
-32993.79716,49932,-0.660774597,-23000.80613,48933.36,-0.470043466,9992.991024,0.30287484,30.28748397,0.190731131,0.288647796,28.86477956,,968,0.190731131,0.288647796,28.86477956,
-8942.730445,15893,-0.562683599,-5126.76284,15257.28,-0.336020761,3815.967605,0.426711688,42.67116882,0.226662838,0.402824675,40.28246752,,969,0.226662838,0.402824675,40.28246752,
-12513,25487,-0.490956174,-6394.486534,24467.52,-0.26134592,6118.513466,0.488972546,48.89725458,0.229610253,0.467679735,46.76797352,,970,0.229610253,0.467679735,46.76797352,
-22376,33352,-0.670904294,-15703.59888,30683.84,-0.511787276,6672.40112,0.298194544,29.81945442,0.159117018,0.237167983,23.71679828,,971,0.159117018,0.237167983,23.71679828,
-15395.87115,22359,-0.688576016,-9579.400888,21017.46,-0.455782996,5816.47026,0.377794163,37.77941634,0.23279302,0.338078897,33.80788972,,972,0.23279302,0.338078897,33.80788972,
-28384.43458,30341,-0.935514142,-28385.64028,30341,-0.93555388,-1.205700914,-4.24775E-05,-0.004247754,-3.97383E-05,-4.24775E-05,-0.004247754,,973,-3.97383E-05,-4.24775E-05,-0.004247754,
-16839,24848,-0.677680296,-11369.45824,24351.04,-0.466898261,5469.54176,0.32481393,32.48139296,0.210782035,0.311034622,31.1034622,,974,0.210782035,0.311034622,31.1034622,
-21221,34169,-0.621060025,-14386.7831,30752.1,-0.467830916,6834.2169,0.32204971,32.20497102,0.15322911,0.2467219,24.67219002,,975,0.15322911,0.2467219,24.67219002,
-21555.78422,28545,-0.755150962,-15843.63806,27974.1,-0.566368107,5712.146161,0.26499366,26.49936603,0.188782855,0.249993531,24.9993531,,976,0.188782855,0.249993531,24.9993531,
-26563.73057,26493,-1.002669783,-23912.21862,26493,-0.902586291,2651.511955,0.099817002,9.981700228,0.100083492,0.099817002,9.981700228,,977,0.100083492,0.099817002,9.981700228,
-9536,14468,-0.659109759,-6061.94384,13889.28,-0.436447666,3474.05616,0.364309581,36.43095805,0.222662093,0.33782248,33.78224797,,978,0.222662093,0.33782248,33.78224797,
-29763,31751,-0.937387799,-24044.89891,31751,-0.757295799,5718.101092,0.192121127,19.21211266,0.180092,0.192121127,19.21211266,,979,0.180092,0.192121127,19.21211266,
-31520,47511,-0.663425312,-22014.94934,43710.12,-0.503657948,9505.05066,0.301556176,30.15561758,0.159767364,0.24082193,24.08219302,,980,0.159767364,0.24082193,24.08219302,
-10997.125,31951,-0.344187193,-3967.26598,25560.8,-0.155208991,7029.85902,0.639245168,63.92451682,0.188978202,0.54905646,54.90564602,,981,0.188978202,0.54905646,54.90564602,
-13522,16480,-0.820509709,-13522,16480,-0.820509709,0,0,0,0,0,0,,982,0,0,0,
-20232,32212,-0.628088911,-13785.09032,32212,-0.427948911,6446.90968,0.318649154,31.86491538,0.20014,0.318649154,31.86491538,,983,0.20014,0.318649154,31.86491538,
-36050,54063,-0.666814642,-25232.4262,50819.22,-0.496513449,10817.5738,0.300071395,30.00713952,0.170301193,0.255395101,25.53951012,,984,0.170301193,0.255395101,25.53951012,
-17201.90286,20175,-0.85263459,-17201.90286,20175,-0.85263459,0,0,0,0,0,0,,985,0,0,0,
-25916.90991,32895,-0.787867758,-18675.40461,32237.1,-0.579314039,7241.5053,0.279412373,27.9412373,0.208553719,0.264706503,26.47065031,,986,0.208553719,0.264706503,26.47065031,
-13320,17274,-0.771101077,-13320.93217,17274,-0.77115504,-0.932167605,-6.99826E-05,-0.006998255,-5.39636E-05,-6.99826E-05,-0.006998255,,987,-5.39636E-05,-6.99826E-05,-0.006998255,
-26062,34083,-0.764662735,-19241.55402,33401.34,-0.57607132,6820.445976,0.26170079,26.17007895,0.188591415,0.246633459,24.66334587,,988,0.188591415,0.246633459,24.66334587,
-20695.91767,26679,-0.775738134,-14825.04365,25611.84,-0.578835556,5870.874024,0.283673047,28.36730469,0.196902578,0.25382609,25.38260905,,989,0.196902578,0.25382609,25.38260905,
-34241,42190,-0.811590424,-24954.1372,40502.4,-0.616115025,9286.8628,0.271220548,27.12205485,0.195475399,0.240854738,24.0854738,,990,0.195475399,0.240854738,24.0854738,
-36722,47695,-0.769933955,-27180.1383,43879.4,-0.619428212,9541.8617,0.259840469,25.98404689,0.150505743,0.195478771,19.54787706,,991,0.150505743,0.195478771,19.54787706,
-22437,30419,-0.737598212,-15132.18134,29202.24,-0.518185637,7304.81866,0.325570204,32.55702037,0.219412575,0.297468962,29.74689622,,992,0.219412575,0.297468962,29.74689622,
-15820,34791,-0.4547153,-8163.19672,29920.26,-0.272831744,7656.80328,0.48399515,48.39951504,0.181883556,0.399994361,39.9994361,,993,0.181883556,0.399994361,39.9994361,
-8544,16534,-0.516753357,-4573.52524,15872.64,-0.288138913,3970.47476,0.464709125,46.47091245,0.228614443,0.442405338,44.24053381,,994,0.228614443,0.442405338,44.24053381,
-9888,24818,-0.398420501,-4921.42184,24321.64,-0.20234745,4966.57816,0.50228339,50.228339,0.196073051,0.492125908,49.21259081,,995,0.196073051,0.492125908,49.21259081,
-31976.90737,45965,-0.695679481,-21860.01087,43207.1,-0.505935619,10116.8965,0.316381331,31.63813306,0.189743863,0.272746096,27.27460964,,996,0.189743863,0.272746096,27.27460964,
-29214,41177,-0.709473735,-20149.29522,40353.46,-0.499320138,9064.70478,0.310286328,31.02863278,0.210153597,0.296210539,29.62105386,,997,0.210153597,0.296210539,29.62105386,
-28037.95,34992,-0.801267433,-22435.12093,34292.16,-0.654234698,5602.829072,0.199830197,19.9830197,0.147032735,0.183500201,18.3500201,,998,0.147032735,0.183500201,18.3500201,
-26446.97409,34414,-0.768494627,-20937.01738,33725.72,-0.620802681,5509.956712,0.208339778,20.8339778,0.147691946,0.192183447,19.2183447,,999,0.147691946,0.192183447,19.2183447,
-38275,55283,-0.692346653,-26106.5483,51966.02,-0.50237729,12168.4517,0.317921664,31.79216642,0.189969363,0.274384749,27.43847491,,1000,0.189969363,0.274384749,27.43847491,
-38561.91816,40572,-0.950456427,-33692.95358,40572,-0.830448427,4868.964576,0.126263547,12.62635473,0.120008,0.126263547,12.62635473,,1001,0.120008,0.126263547,12.62635473,
-19930,21879,-0.910919146,-19930,21879,-0.910919146,0,0,0,0,0,0,,1002,0,0,0,
-24582.90273,27537,-0.892722618,-21276.25977,27537,-0.772642618,3306.64296,0.134509866,13.45098663,0.12008,0.134509866,13.45098663,,1003,0.12008,0.134509866,13.45098663,
-22051,29028,-0.759645859,-16240.5648,28447.44,-0.570897234,5810.435199,0.26349985,26.34998503,0.188748626,0.248469235,24.8469235,,1004,0.188748626,0.248469235,24.8469235,
-14171.84412,26117,-0.542629097,-7901.22362,25072.32,-0.315137316,6270.620502,0.442470327,44.2470327,0.227491781,0.419239924,41.92399239,,1005,0.227491781,0.419239924,41.92399239,
-7909,24890,-0.317758136,-2429.7154,24392.2,-0.099610343,5479.2846,0.692791073,69.27910735,0.218147793,0.686521504,68.65215035,,1006,0.218147793,0.686521504,68.65215035,
-31050.28286,40977,-0.757749051,-22853.0103,38518.38,-0.593301439,8197.272558,0.263999932,26.39999319,0.164447611,0.217021204,21.70212041,,1007,0.164447611,0.217021204,21.70212041,
-11880.74942,13858,-0.857320639,-9662.686775,13858,-0.697264163,2218.062646,0.186693833,18.66938328,0.160056476,0.186693833,18.66938328,,1008,0.160056476,0.186693833,18.66938328,
-15333,20281,-0.756027809,-11275.66426,19875.38,-0.567318173,4057.335736,0.264614605,26.46146048,0.188709637,0.24960674,24.96067396,,1009,0.188709637,0.24960674,24.96067396,
-28785.59742,34715,-0.829197679,-20449.13732,33326.4,-0.613601749,8336.4601,0.289605249,28.96052487,0.21559593,0.260005467,26.00054674,,1010,0.21559593,0.260005467,26.00054674,
-17065.71315,25055,-0.68113004,-11049.00545,24052.8,-0.459364625,6016.7077,0.352561165,35.25611645,0.221765415,0.325584546,32.55845464,,1011,0.221765415,0.325584546,32.55845464,
-31786,38720,-0.820919421,-24036.88896,37945.6,-0.633456553,7749.11104,0.243790066,24.37900661,0.187462869,0.22835721,22.83572103,,1012,0.187462869,0.22835721,22.83572103,
-15965,36932,-0.432280949,-10792.30408,36193.36,-0.298184642,5172.69592,0.32400225,32.40022499,0.134096307,0.310206377,31.02063775,,1013,0.134096307,0.310206377,31.02063775,
-18487,35480,-0.521054115,-10681.79328,31222.4,-0.342119545,7805.206723,0.422199747,42.2199747,0.17893457,0.343408803,34.34088034,,1014,0.17893457,0.343408803,34.34088034,
-23938,26945,-0.888402301,-20162.68216,26945,-0.748290301,3775.31784,0.157712334,15.77123335,0.140112,0.157712334,15.77123335,,1015,0.140112,0.157712334,15.77123335,
-23665.5,30610,-0.773129696,-16936.2946,29997.8,-0.564584556,6729.2054,0.28434664,28.43466396,0.20854514,0.269741469,26.9741469,,1016,0.20854514,0.269741469,26.9741469,
-19101,26046,-0.73335637,-13889.73125,25525.08,-0.544160146,5211.268748,0.272827012,27.28270116,0.189196224,0.257986746,25.79867465,,1017,0.189196224,0.257986746,25.79867465,
-15128,23095,-0.655033557,-9579.626306,22171.2,-0.432075228,5548.373694,0.366761878,36.67618783,0.222958329,0.340376957,34.03769565,,1018,0.222958329,0.340376957,34.03769565,
-22644.45199,28598,-0.791819428,-16349.42628,28026.04,-0.583365551,6295.025712,0.277994173,27.79941733,0.208453876,0.263259361,26.32593606,,1019,0.208453876,0.263259361,26.32593606,
-26014,29028,-0.896169216,-24857.65849,29028,-0.856333832,1156.341512,0.044450739,4.445073853,0.039835383,0.044450739,4.445073853,,1020,0.039835383,0.044450739,4.445073853,
-29484,36468,-0.808489635,-22185.58622,35738.64,-0.620773097,7298.413776,0.247538115,24.75381148,0.187716538,0.23218175,23.21817498,,1021,0.187716538,0.23218175,23.21817498,
-12475.88501,14471,-0.862130123,-9290.296954,14471,-0.641994123,3185.588056,0.255339646,25.53396455,0.220136,0.255339646,25.53396455,,1022,0.220136,0.255339646,25.53396455,
-15384,23381,-0.657970147,-9769.28666,22445.76,-0.435239736,5614.71334,0.364970966,36.49709659,0.222730411,0.338511423,33.85114229,,1023,0.222730411,0.338511423,33.85114229,
-8962.898322,26912,-0.333044676,-4115.482912,26373.76,-0.156044603,4847.41541,0.54083124,54.08312396,0.177000073,0.531460449,53.14604486,,1024,0.177000073,0.531460449,53.14604486,
-34811,36828,-0.945231889,-34811,36828,-0.945231889,0,0,0,0,0,0,,1025,0,0,0,
-21403,34378,-0.622578393,-15211.5222,31627.76,-0.480954775,6191.4778,0.289280839,28.92808391,0.141623618,0.227479173,22.7479173,,1026,0.141623618,0.227479173,22.7479173,
-22373.97331,29321,-0.763069926,-15919.24837,28734.58,-0.554010129,6454.72494,0.288492565,28.84925646,0.209059797,0.273972005,27.39720047,,1027,0.209059797,0.273972005,27.39720047,
-27816.16826,36776,-0.756367421,-20457.25688,36040.48,-0.56761888,7358.911384,0.264555179,26.45551794,0.188748541,0.249546101,24.95461014,,1028,0.188748541,0.249546101,24.95461014,
-11990,19926,-0.601726388,-8002.169768,19527.48,-0.409790191,3987.830232,0.33259635,33.25963496,0.191936196,0.318975867,31.8975867,,1029,0.191936196,0.318975867,31.8975867,
-8107.321909,25035,-0.323839501,-2596.686214,24534.3,-0.105839018,5510.635694,0.679710977,67.97109769,0.218000483,0.673174466,67.31744662,,1030,0.218000483,0.673174466,67.31744662,
-15965.375,18976,-0.841345647,-15965.375,18976,-0.841345647,0,0,0,0,0,0,,1031,0,0,0,
-13414,21404,-0.626705289,-7845.96344,20119.76,-0.389963073,5568.03656,0.415091439,41.50914388,0.236742216,0.37775685,37.77568498,,1032,0.236742216,0.37775685,37.77568498,
-7467,14466,-0.516175861,-3993.13476,13887.36,-0.287537355,3473.86524,0.46522904,46.52290398,0.228638506,0.442946916,44.29469164,,1033,0.228638506,0.442946916,44.29469164,
-9124,17057,-0.534912353,-5369.07202,16715.86,-0.321196278,3754.92798,0.411544057,41.15440574,0.213716074,0.399534752,39.95347525,,1034,0.213716074,0.399534752,39.95347525,
-17271,27241,-0.634007562,-10730.4359,25061.72,-0.428160394,6540.5641,0.378702108,37.87021076,0.205847169,0.324676204,32.46762039,,1035,0.205847169,0.324676204,32.46762039,
-16356,19317,-0.846715328,-16356,19317,-0.846715328,0,0,0,0,0,0,,1036,0,0,0,
-12078,20071,-0.601763739,-8064.134931,19669.58,-0.409980027,4013.865069,0.33232862,33.23286197,0.191783712,0.318702673,31.87026732,,1037,0.191783712,0.318702673,31.87026732,
-16296,23253,-0.700812798,-11177.08458,22787.94,-0.490482447,5118.91542,0.314120976,31.41209757,0.210330351,0.300123445,30.01234446,,1038,0.210330351,0.300123445,30.01234446,
-13872,20821,-0.66625042,-9705.051628,20404.58,-0.475631041,4166.948372,0.300385552,30.03855516,0.190619379,0.286107706,28.61077057,,1039,0.190619379,0.286107706,28.61077057,
-24809,27793,-0.892634836,-19803.03601,27793,-0.712518836,5005.963988,0.20178016,20.17801599,0.180116,0.20178016,20.17801599,,1040,0.180116,0.20178016,20.17801599,
-16553,28527,-0.5802573,-10843.83444,27956.46,-0.387882959,5709.165564,0.344902167,34.49021666,0.192374341,0.331532823,33.15328231,,1041,0.192374341,0.331532823,33.15328231,
-32758,39707,-0.824993074,-24015.90202,38912.86,-0.617171342,8742.097985,0.2668691,26.68691002,0.207821733,0.251907245,25.19072451,,1042,0.207821733,0.251907245,25.19072451,
-5185.960127,17139,-0.302582422,-1070.886227,14739.54,-0.072653979,4115.0739,0.793502804,79.35028036,0.229928443,0.759886981,75.98869809,,1043,0.229928443,0.759886981,75.98869809,
-30329.33154,38292,-0.792053994,-21901.1952,37526.16,-0.583624735,8428.136331,0.277887309,27.78873092,0.208429258,0.263150316,26.31503155,,1044,0.208429258,0.263150316,26.31503155,
-10693,15651,-0.68321513,-6622.116282,15651,-0.423111385,4070.883718,0.380705482,38.07054819,0.260103745,0.380705482,38.07054819,,1045,0.260103745,0.380705482,38.07054819,
-29852.29072,39815,-0.749774977,-21887.46593,37426.1,-0.58481824,7964.824789,0.266807826,26.68078261,0.164956737,0.220008326,22.00083256,,1046,0.164956737,0.220008326,22.00083256,
-11267,18207,-0.618827923,-6894.77102,17478.72,-0.394466587,4372.22898,0.38805618,38.805618,0.224361337,0.362558521,36.25585208,,1047,0.224361337,0.362558521,36.25585208,
-8772,26699,-0.328551631,-3428.675732,26165.02,-0.13104044,5343.324268,0.609134093,60.91340935,0.197511191,0.601157238,60.11572382,,1048,0.197511191,0.601157238,60.11572382,
-17147.5,19127,-0.896507555,-17149.95,19127,-0.896635646,-2.45,-0.000142878,-0.014287797,-0.000128091,-0.000142878,-0.014287797,,1049,-0.000128091,-0.000142878,-0.014287797,
-14068,15011,-0.937179402,-9862.81846,15011,-0.657039402,4205.18154,0.298918221,29.89182215,0.28014,0.298918221,29.89182215,,1050,0.28014,0.298918221,29.89182215,
-19077,33025,-0.577653293,-13790.358,30383,-0.453884014,5286.642,0.277121245,27.71212455,0.123769279,0.214262223,21.42622233,,1051,0.123769279,0.214262223,21.42622233,
-12784,19706,-0.648736425,-8452.91116,19311.88,-0.437705245,4331.08884,0.338789803,33.87898029,0.211031181,0.325295717,32.52957172,,1052,0.211031181,0.325295717,32.52957172,
-14756,22727,-0.649271791,-10207.60004,22272.46,-0.458305909,4548.399964,0.308240713,30.82407132,0.190965882,0.294123177,29.41231767,,1053,0.190965882,0.294123177,29.41231767,
-21379,24345,-0.878168002,-18455.36026,24345,-0.758076002,2923.63974,0.136752876,13.67528762,0.120092,0.136752876,13.67528762,,1054,0.120092,0.136752876,13.67528762,
-31217,38183,-0.81756279,-22817.51584,37419.34,-0.609778682,8399.484158,0.269067628,26.90676285,0.207784107,0.254150641,25.41506413,,1055,0.207784107,0.254150641,25.41506413,
-12606.55552,33573,-0.375496843,-5890.05814,30887.16,-0.190696009,6716.497378,0.532778154,53.27781541,0.184800834,0.492150167,49.21501675,,1056,0.184800834,0.492150167,49.21501675,
-39320,56321,-0.698141013,-28049.49205,54068.16,-0.518780222,11270.50795,0.286635502,28.66355023,0.179360791,0.256911982,25.69119816,,1057,0.179360791,0.256911982,25.69119816,
-10073.125,22024,-0.457370369,-5224.76164,21583.52,-0.242071805,4848.36336,0.481316708,48.13167076,0.215298564,0.470731334,47.07313343,,1058,0.215298564,0.470731334,47.07313343,
-23438.25205,35357,-0.662902736,-17777.69193,34649.86,-0.513066775,5660.560115,0.241509482,24.15094822,0.149835961,0.226030084,22.60300839,,1059,0.149835961,0.226030084,22.60300839,
-17727,25689,-0.690061894,-11558.04354,24661.44,-0.46866864,6168.95646,0.34799777,34.79977695,0.221393254,0.32083101,32.08310099,,1060,0.221393254,0.32083101,32.08310099,
-35948,52934,-0.679109835,-25355.27139,50816.64,-0.498956078,10592.72861,0.294668093,29.4668093,0.180153757,0.265279264,26.52792636,,1061,0.180153757,0.265279264,26.52792636,
-8880,13816,-0.642733063,-6114.921024,13816,-0.442597063,2765.078976,0.311382768,31.13827676,0.200136,0.311382768,31.13827676,,1062,0.200136,0.311382768,31.13827676,
-31906.41014,34893,-0.914407192,-31906.65315,34893,-0.914414156,-0.243019714,-7.61664E-06,-0.000761664,-6.96471E-06,-7.61664E-06,-0.000761664,,1063,-6.96471E-06,-7.61664E-06,-0.000761664,
-21252.98687,29231,-0.727070127,-14818.08373,28646.38,-0.51727596,6434.903145,0.302776414,30.27764137,0.209794166,0.288547361,28.85473609,,1064,0.209794166,0.288547361,28.85473609,
-19114.7955,32066,-0.596107887,-12697.43501,31424.68,-0.404059326,6417.360487,0.335727394,33.57273944,0.192048561,0.322170811,32.21708106,,1065,0.192048561,0.322170811,32.21708106,
-37061,39042,-0.949259772,-37061,39042,-0.949259772,0,0,0,0,0,0,,1066,0,0,0,
-13608,25578,-0.532019704,-7977.25908,25066.44,-0.318244596,5630.74092,0.413781667,41.37816667,0.213775108,0.401818027,40.18180272,,1067,0.213775108,0.401818027,40.18180272,
-34267,42280,-0.810477767,-25805.9264,41434.4,-0.622814048,8461.0736,0.246916088,24.69160884,0.187663719,0.231547029,23.15470289,,1068,0.187663719,0.231547029,23.15470289,
-35677.75,41653,-0.856546947,-26520.28687,40819.94,-0.649689511,9157.463135,0.256671543,25.66715428,0.206857436,0.241501574,24.15015742,,1069,0.206857436,0.241501574,24.15015742,
-18190,22142,-0.821515672,-18185,22142,-0.821289856,5,0.000274876,0.027487631,0.000225815,0.000274876,0.027487631,,1070,0.000225815,0.000274876,0.027487631,
-10127,16086,-0.629553649,-6264.10796,15442.56,-0.405639218,3862.89204,0.381444854,38.14448543,0.223914431,0.355671723,35.56717233,,1071,0.223914431,0.355671723,35.56717233,
