iso,year,GDP,SOURCE_GDP,POP,SOURCE_POP,SOURCE_SH_PRIM,SOURCE_SH_SECD,SH_PRIM,SH_SECD
VNM,1876,,,11757.44141,MADDISON_IPO,,,,
KHM,1876,,,2441.860352,MADDISON_IPO,,,,
LBY,1876,,,720.3467407,MADDISON_IPO,,,,
USSR,1876,,,95269.60156,MADDISON_IPO,,,,
HKG,1876,,,150.3000031,MADDISON_IPO,,,,
IDN,1876,,,34760.32031,MADDISON,,,,
HND,1876,,,423.2000122,MADDISON_IPO,,,,
HUN,1876,,,6128.5,MADDISON_IPO,,,,
EGY,1876,,,7759.930176,MADDISON_IPO,,,,
GHA,1876,,,1643.744141,MADDISON_IPO,,,,
NOR,1876,44094924,NOR HIST STAT,1829,MADDISON,,,,
ADEN,1876,,,2901.953369,MADDISON_IPO,,,,
SDN,1876,,,6403.14209,MADDISON_IPO,,,,
ZAF,1876,,,3050.162842,MADDISON_IPO,,,,
CRI,1876,,,169,MADDISON_IPO,,,,
SWE,1876,78887968,SWE EDVINSSON,4406,MADDISON,GGDC,GGDC,34.95280838,24.03869057
IRN,1876,,,8774.860352,MADDISON_IPO,,,,
LKA,1876,,,2930,MADDISON,,,,
ITA,1876,361300000,MITC,28837,MADDISON,,,,
MNG,1876,,,675.9534912,MADDISON_IPO,,,,
THA,1876,,,6043.5,MADDISON_IPO,,,,
GBRIND,1876,852753280,DINCECCO,255512,MADDISON,,,,
ARG,1876,,,2270,MADDISON_IPO,,,,
GTM,1876,,,1124,MADDISON_IPO,,,,
BOL,1876,,,1535.199951,MADDISON_IPO,,,,
LAO,1876,,,843.1860352,MADDISON_IPO,,,,
MDG,1876,,,2948.357422,MADDISON_IPO,,,,
GRC,1876,8523933,GRC KOSTELENOS,3887,MADDISON,GRC KOSTELENOS,GRC KOSTELENOS,69.71123505,8.286304474
KOR,1876,,,9781.5,MADDISON_IPO,,,,
BRA,1876,60139268,MITC,10951,MADDISON,,,,
CHE,1876,73031248,CHE STOHR,2768,MADDISON,,,,
AUS,1876,118000000,MITC,1929,MADDISON,,,,
CAN,1876,86331808,CAN URQU,4128,MADDISON,,,,
JPN,1876,127640696,JPN OKAWA,35713,MADDISON,,,,
HTI,1876,,,1232,MADDISON_IPO,,,,
BGR,1876,,,2843.699951,MADDISON_IPO,,,,
PAN,1876,,,193.3999939,MADDISON_IPO,,,,
ECU,1876,,,1090.400024,MADDISON_IPO,,,,
MAR,1876,,,3962.279053,MADDISON_IPO,,,,
VEN,1876,,,1816,MADDISON,,,,
PRI,1876,,,707.7999878,MADDISON_IPO,,,,
DEU,1876,842400320,DEU FREMDLING,41491,MADDISON,,,,
NLD,1876,92507064,GGDC,3832,MADDISON,GGDC,GGDC,26.63433456,33.24822998
MOZ,1876,,,3885.606201,MADDISON_IPO,,,,
GBR,1876,1228999936,GBR BROADBERRY,33200,MADDISON,,,,
MYS,1876,,,1035.5,MADDISON_IPO,,,,
POL,1876,,,18661.69922,MADDISON_IPO,,,,
JOR,1876,,,277.441864,MADDISON_IPO,,,,
OMN,1876,,,377.7441711,MADDISON_IPO,,,,
OTTO,1876,,,12240.48828,MADDISON_IPO,,,,
PER,1876,,,2828,MADDISON_IPO,,,,
NIC,1876,,,365.2000122,MADDISON_IPO,,,,
AUTHUN,1876,291947520,AUTHUN SCHULZE,4772,MADDISON,AUTHUN SCHULZE,AUTHUN SCHULZE,33.58650208,21.69589043
NPL,1876,,,4846.200195,MADDISON_IPO,,,,
NZL,1876,27841218,DINCECCO,434,MADDISON,,,,
MEX,1876,,,9910,MADDISON,,,,
PRT,1876,130162696,PRT HIST STAT,4484,MADDISON,,,,
COL,1876,17448236,COL MEJIA,2685.100098,MADDISON_IPO,,,,
DOM,1876,,,296.6000061,MADDISON_IPO,,,,
SAU,1876,,,2385.162842,MADDISON_IPO,,,,
ROM,1876,,,9537.200195,MADDISON_IPO,,,,
PRY,1876,,,395.2000122,MADDISON_IPO,,,,
CUB,1876,,,1396.400024,MADDISON_IPO,,,,
DNK,1876,45855376,MITC,1994,MADDISON,,,,
PHL,1876,,,5486.899902,MADDISON_IPO,,,,
SOM,1876,,,1619.41687,MADDISON_IPO,,,,
USA,1876,1546747136,USA MEASURING,46287,MADDISON,,,,
IRL,1876,,,5278,MADDISON,,,,
LBN,1876,,,500.1395264,MADDISON_IPO,,,,
JAM,1876,,,543.2000122,MADDISON_IPO,,,,
SGP,1876,,,105.9000015,MADDISON_IPO,,,,
SLV,1876,,,546.7999878,MADDISON_IPO,,,,
URY,1876,14349547,URY BERTOLA,411,MADDISON,,,,
IRQ,1876,,,1724.139526,MADDISON_IPO,,,,
SYR,1876,,,1639.488403,MADDISON_IPO,,,,
TTO,1876,,,152.8000031,MADDISON_IPO,,,,
ESP,1876,315442560,GGDC,16545,MADDISON,GGDC,GGDC,39.00127411,20.38807106
KHM,1877,,,2458.837158,MADDISON_IPO,,,,
CRI,1877,,,174.3333282,MADDISON_IPO,,,,
DEU,1877,857255104,DEU FREMDLING,42034,MADDISON,,,,
ECU,1877,,,1103.300049,MADDISON_IPO,,,,
AUS,1877,120000008,MITC,1995,MADDISON,,,,
CHN,1877,1223101696,CHN MA,364971,MADDISON,CHN MA,CHN MA,73.64014435,6.508826256
GRC,1877,9718907,GRC KOSTELENOS,3927,MADDISON,GRC KOSTELENOS,GRC KOSTELENOS,73.70492554,6.772667885
IRQ,1877,,,1748.162842,MADDISON_IPO,,,,
VNM,1877,,,11962.34863,MADDISON_IPO,,,,
TUN,1877,,,1288.976685,MADDISON_IPO,,,,
SLV,1877,,,555.9333496,MADDISON_IPO,,,,
SYR,1877,,,1649.069824,MADDISON_IPO,,,,
GTM,1877,,,1131.333374,MADDISON_IPO,,,,
NOR,1877,43863512,NOR HIST STAT,1852,MADDISON,,,,
USSR,1877,,,96369.20313,MADDISON_IPO,,,,
SDN,1877,,,6425.412109,MADDISON_IPO,,,,
COL,1877,19046082,COL MEJIA,2733.949951,MADDISON_IPO,,,,
ROM,1877,,,9596.900391,MADDISON_IPO,,,,
SAU,1877,,,2393.023193,MADDISON_IPO,,,,
GBR,1877,1216000000,GBR BROADBERRY,33576,MADDISON,,,,
SGP,1877,,,109.5500031,MADDISON_IPO,,,,
IDN,1877,,,35113.26563,MADDISON,,,,
ITA,1877,403872000,MITC,29067,MADDISON,,,,
FRA,1877,1019026752,FRA TOUTAIN,38576,MADDISON,GGDC,GGDC,33.88869095,38.22190857
NZL,1877,28948128,DINCECCO,450,MADDISON,,,,
OTTO,1877,,,12315.06934,MADDISON_IPO,,,,
BRA,1877,55096416,MITC,11156,MADDISON,,,,
KOR,1877,,,9786.25,MADDISON_IPO,,,,
HTI,1877,,,1245.666626,MADDISON_IPO,,,,
USA,1877,1694988032,USA MEASURING,47325,MADDISON,,,,
ESP,1877,344257888,GGDC,16603,MADDISON,GGDC,GGDC,41.00063705,21.0902195
BOL,1877,,,1541.900024,MADDISON_IPO,,,,
TWN,1877,,,2399.25,MADDISON_IPO,,,,
MYS,1877,,,1074.75,MADDISON_IPO,,,,
GBRIND,1877,809000832,DINCECCO,255933,MADDISON,,,,
HKG,1877,,,154.8500061,MADDISON_IPO,,,,
MMR,1877,,,5380.399902,MADDISON_IPO,,,,
HND,1877,,,426.3999939,MADDISON_IPO,,,,
THA,1877,,,6088.25,MADDISON_IPO,,,,
TTO,1877,,,157.6000061,MADDISON_IPO,,,,
ADEN,1877,,,2912.279053,MADDISON_IPO,,,,
CUB,1877,,,1407.300049,MADDISON_IPO,,,,
AFG,1877,,,4454.930176,MADDISON_IPO,,,,
PRK,1877,,,4573.837402,MADDISON_IPO,,,,
IRN,1877,,,8834.836914,MADDISON_IPO,,,,
IRL,1877,,,5286,MADDISON,,,,
JPN,1877,132946304,JPN OKAWA,36018,MADDISON,,,,
MNG,1877,,,677.2790527,MADDISON_IPO,,,,
HUN,1877,,,6163.75,MADDISON_IPO,,,,
PRT,1877,132653200,PRT HIST STAT,4511,MADDISON,,,,
BEL,1877,200439136,GGDC,5394,MADDISON,GGDC,GGDC,14.55713844,45.35931778
POL,1877,,,18961.15039,MADDISON_IPO,,,,
LBY,1877,,,723.6029663,MADDISON_IPO,,,,
MDG,1877,,,2970.953125,MADDISON_IPO,,,,
EGY,1877,,,7878.418457,MADDISON_IPO,,,,
DZA,1877,,,4056.162842,MADDISON_IPO,,,,
ZAF,1877,,,3134.023193,MADDISON_IPO,,,,
GHA,1877,,,1654.534912,MADDISON_IPO,,,,
LAO,1877,,,857.883728,MADDISON_IPO,,,,
PRI,1877,,,718.2666626,MADDISON_IPO,,,,
URY,1877,15944229,URY BERTOLA,424,MADDISON,,,,
DNK,1877,42502888,MITC,2019,MADDISON,,,,
PHL,1877,,,5557.549805,MADDISON_IPO,,,,
JOR,1877,,,279.3488464,MADDISON_IPO,,,,
PER,1877,,,2865,MADDISON_IPO,,,,
PAN,1877,,,196.3000031,MADDISON_IPO,,,,
SOM,1877,,,1630.477783,MADDISON_IPO,,,,
DOM,1877,,,305.7000122,MADDISON_IPO,,,,
ARG,1877,,,2349,MADDISON_IPO,,,,
MAR,1877,,,3993.325684,MADDISON_IPO,,,,
CHL,1877,55512732,CHL DIAZ,2164.898926,MADDISON,,,,
CAN,1877,89201160,CAN URQU,4184,MADDISON,,,,
SWE,1877,78527272,SWE EDVINSSON,4457,MADDISON,GGDC,GGDC,34.43072891,24.72494698
PRY,1877,,,397.0666809,MADDISON_IPO,,,,
NPL,1877,,,4870.899902,MADDISON_IPO,,,,
JAM,1877,,,550.5666504,MADDISON_IPO,,,,
VEN,1877,,,1849,MADDISON,,,,
CHE,1877,67579784,CHE STOHR,2786,MADDISON,,,,
ALB,1877,,,646.0499878,MADDISON_IPO,,,,
NLD,1877,95397160,GGDC,3883,MADDISON,GGDC,GGDC,25.77812386,34.28403854
LBN,1877,,,504.1627808,MADDISON_IPO,,,,
OMN,1877,,,379.5348816,MADDISON_IPO,,,,
MOZ,1877,,,3917.563477,MADDISON_IPO,,,,
AUTHUN,1877,345096192,AUTHUN SCHULZE,4815,MADDISON,AUTHUN SCHULZE,AUTHUN SCHULZE,35.52555466,21.60050201
FIN,1877,19749336,MITC,1957,MADDISON,GGDC,GGDC,55.04287338,18.15534592
LKA,1877,,,2952,MADDISON,,,,
MEX,1877,,,10030,MADDISON,,,,
BGR,1877,,,2886.649902,MADDISON_IPO,,,,
NIC,1877,,,369.8999939,MADDISON_IPO,,,,
LBN,1878,,,508.1860352,MADDISON_IPO,,,,
MYS,1878,,,1114,MADDISON_IPO,,,,
KOR,1878,,,9791,MADDISON_IPO,,,,
ARG,1878,,,2428,MADDISON_IPO,,,,
IDN,1878,,,35471.26563,MADDISON,,,,
PRK,1878,,,4582.813965,MADDISON_IPO,,,,
JOR,1878,,,281.2558289,MADDISON_IPO,,,,
FIN,1878,17743082,MITC,1983,MADDISON,GGDC,GGDC,47.38088608,15.10429096
AUS,1878,126000000,MITC,2062,MADDISON,,,,
CRI,1878,,,179.6666718,MADDISON_IPO,,,,
JAM,1878,,,557.9333496,MADDISON_IPO,,,,
HND,1878,,,429.6000061,MADDISON_IPO,,,,
CAN,1878,84253320,CAN URQU,4244,MADDISON,,,,
GTM,1878,,,1138.666626,MADDISON_IPO,,,,
MEX,1878,,,10151,MADDISON,,,,
IRN,1878,,,8894.813477,MADDISON_IPO,,,,
DZA,1878,,,4096.186035,MADDISON_IPO,,,,
CHL,1878,52858540,CHL DIAZ,2197.669922,MADDISON,,,,
LKA,1878,,,2975,MADDISON,,,,
SGP,1878,,,113.1999969,MADDISON_IPO,,,,
FRA,1878,991570048,FRA TOUTAIN,38763,MADDISON,GGDC,GGDC,33.54697418,37.23791885
HTI,1878,,,1259.333374,MADDISON_IPO,,,,
OMN,1878,,,381.325592,MADDISON_IPO,,,,
AFG,1878,,,4490.348633,MADDISON_IPO,,,,
VNM,1878,,,12167.25586,MADDISON_IPO,,,,
CUB,1878,,,1418.199951,MADDISON_IPO,,,,
DNK,1878,41689580,MITC,2043,MADDISON,,,,
SAU,1878,,,2400.883789,MADDISON_IPO,,,,
IRQ,1878,,,1772.186035,MADDISON_IPO,,,,
ADEN,1878,,,2922.604736,MADDISON_IPO,,,,
HUN,1878,,,6199,MADDISON_IPO,,,,
ALB,1878,,,652.2000122,MADDISON_IPO,,,,
MOZ,1878,,,3949.520752,MADDISON_IPO,,,,
SDN,1878,,,6447.682617,MADDISON_IPO,,,,
BEL,1878,196648912,GGDC,5442,MADDISON,GGDC,GGDC,12.7233057,46.24990082
ITA,1878,380752032,MITC,29252,MADDISON,,,,
ESP,1878,343015712,GGDC,16677,MADDISON,GGDC,GGDC,41.05163193,20.59394646
MNG,1878,,,678.6046753,MADDISON_IPO,,,,
SWE,1878,72712312,SWE EDVINSSON,4508,MADDISON,GGDC,GGDC,36.3415184,23.5474205
CHN,1878,1409602688,CHN MA,365978,MADDISON,CHN MA,CHN MA,76.73384094,5.21986866
PER,1878,,,2902,MADDISON_IPO,,,,
PRI,1878,,,728.7333374,MADDISON_IPO,,,,
USSR,1878,,,97468.79688,MADDISON_IPO,,,,
PRT,1878,132192008,PRT HIST STAT,4538,MADDISON,,,,
THA,1878,,,6133,MADDISON_IPO,,,,
MMR,1878,,,5542.600098,MADDISON_IPO,,,,
GBR,1878,1184000000,GBR BROADBERRY,33932,MADDISON,,,,
HKG,1878,,,159.3999939,MADDISON_IPO,,,,
PRY,1878,,,398.9333191,MADDISON_IPO,,,,
USA,1878,1730070144,USA MEASURING,48362,MADDISON,,,,
ECU,1878,,,1116.199951,MADDISON_IPO,,,,
IRL,1878,,,5282,MADDISON,,,,
GBRIND,1878,882476032,DINCECCO,256354,MADDISON,,,,
KHM,1878,,,2475.813965,MADDISON_IPO,,,,
TUN,1878,,,1305.116333,MADDISON_IPO,,,,
ZAF,1878,,,3217.883789,MADDISON_IPO,,,,
CHE,1878,64164132,CHE STOHR,2803,MADDISON,,,,
PAN,1878,,,199.1999969,MADDISON_IPO,,,,
OTTO,1878,,,12389.65137,MADDISON_IPO,,,,
ROM,1878,,,9656.599609,MADDISON_IPO,,,,
LAO,1878,,,872.5814209,MADDISON_IPO,,,,
NOR,1878,38791208,NOR HIST STAT,1877,MADDISON,,,,
NZL,1878,33303582,DINCECCO,467,MADDISON,,,,
BOL,1878,,,1548.599976,MADDISON_IPO,,,,
COL,1878,20192244,COL MEJIA,2782.800049,MADDISON_IPO,,,,
GRC,1878,9289893,GRC KOSTELENOS,3967,MADDISON,GRC KOSTELENOS,GRC KOSTELENOS,73.92327881,7.260838032
SOM,1878,,,1641.538818,MADDISON_IPO,,,,
NIC,1878,,,374.6000061,MADDISON_IPO,,,,
MAR,1878,,,4024.37207,MADDISON_IPO,,,,
BGR,1878,,,2929.600098,MADDISON_IPO,,,,
BRA,1878,52478132,MITC,11365,MADDISON,,,,
POL,1878,,,19260.59961,MADDISON_IPO,,,,
EGY,1878,,,7996.906738,MADDISON_IPO,,,,
SYR,1878,,,1658.651123,MADDISON_IPO,,,,
PHL,1878,,,5628.200195,MADDISON_IPO,,,,
TWN,1878,,,2407,MADDISON_IPO,,,,
GHA,1878,,,1665.325562,MADDISON_IPO,,,,
DEU,1878,907857600,DEU FREMDLING,42546,MADDISON,,,,
NLD,1878,90400752,GGDC,3834,MADDISON,GGDC,GGDC,25.75412178,33.24291229
VEN,1878,,,1883,MADDISON,,,,
LBY,1878,,,726.8591309,MADDISON_IPO,,,,
MDG,1878,,,2993.548828,MADDISON_IPO,,,,
URY,1878,17400008,URY BERTOLA,437,MADDISON,,,,
NPL,1878,,,4895.600098,MADDISON_IPO,,,,
SLV,1878,,,565.0666504,MADDISON_IPO,,,,
TTO,1878,,,162.3999939,MADDISON_IPO,,,,
DOM,1878,,,314.7999878,MADDISON_IPO,,,,
JPN,1878,126004176,JPN OKAWA,36315,MADDISON,,,,
AUTHUN,1878,326992768,AUTHUN SCHULZE,4857,MADDISON,AUTHUN SCHULZE,AUTHUN SCHULZE,35.99084473,21.68999672
AFG,1879,,,4525.767578,MADDISON_IPO,,,,
MYS,1879,,,1153.25,MADDISON_IPO,,,,
SWE,1879,70118792,SWE EDVINSSON,4555,MADDISON,GGDC,GGDC,37.54569244,22.35241318
JAM,1879,,,565.2999878,MADDISON_IPO,,,,
BRA,1879,48755004,MITC,11578,MADDISON,,,,
ZAF,1879,,,3301.744141,MADDISON_IPO,,,,
NPL,1879,,,4920.299805,MADDISON_IPO,,,,
GBR,1879,1142000000,GBR BROADBERRY,34304,MADDISON,,,,
JOR,1879,,,283.1627808,MADDISON_IPO,,,,
ADEN,1879,,,2932.930176,MADDISON_IPO,,,,
SLV,1879,,,574.2000122,MADDISON_IPO,,,,
MNG,1879,,,679.9302368,MADDISON_IPO,,,,
MAR,1879,,,4055.418701,MADDISON_IPO,,,,
NZL,1879,33255458,DINCECCO,494,MADDISON,,,,
GTM,1879,,,1146,MADDISON_IPO,,,,
BEL,1879,192221856,GGDC,5492,MADDISON,GGDC,GGDC,13.01029015,44.85813522
JPN,1879,128589096,JPN OKAWA,36557,MADDISON,,,,
PHL,1879,,,5698.850098,MADDISON_IPO,,,,
HKG,1879,,,163.9499969,MADDISON_IPO,,,,
HND,1879,,,432.7999878,MADDISON_IPO,,,,
OMN,1879,,,383.116272,MADDISON_IPO,,,,
PRK,1879,,,4591.790527,MADDISON_IPO,,,,
NOR,1879,36453744,NOR HIST STAT,1902,MADDISON,,,,
MEX,1879,,,10274,MADDISON,,,,
TWN,1879,,,2414.75,MADDISON_IPO,,,,
IDN,1879,,,35834.45313,MADDISON,,,,
VNM,1879,,,12372.16309,MADDISON_IPO,,,,
THA,1879,,,6177.75,MADDISON_IPO,,,,
GRC,1879,9699028,GRC KOSTELENOS,4008,MADDISON,GRC KOSTELENOS,GRC KOSTELENOS,71.61632538,6.877993584
DZA,1879,,,4136.209473,MADDISON_IPO,,,,
ALB,1879,,,658.3499756,MADDISON_IPO,,,,
TUN,1879,,,1321.255859,MADDISON_IPO,,,,
EGY,1879,,,8115.395508,MADDISON_IPO,,,,
OTTO,1879,,,12464.23242,MADDISON_IPO,,,,
HTI,1879,,,1273,MADDISON_IPO,,,,
PAN,1879,,,202.1000061,MADDISON_IPO,,,,
KOR,1879,,,9795.75,MADDISON_IPO,,,,
TTO,1879,,,167.1999969,MADDISON_IPO,,,,
COL,1879,20764496,COL MEJIA,2831.649902,MADDISON_IPO,,,,
MMR,1879,,,5704.799805,MADDISON_IPO,,,,
CHN,1879,1172753280,CHN MA,366988,MADDISON,CHN MA,CHN MA,75.19048309,5.713654041
URY,1879,16305362,URY BERTOLA,450,MADDISON,,,,
SAU,1879,,,2408.744141,MADDISON_IPO,,,,
LAO,1879,,,887.2790527,MADDISON_IPO,,,,
CAN,1879,91323480,CAN URQU,4312,MADDISON,,,,
IRN,1879,,,8954.791016,MADDISON_IPO,,,,
BOL,1879,,,1555.300049,MADDISON_IPO,,,,
AUTHUN,1879,298892960,AUTHUN SCHULZE,4899,MADDISON,AUTHUN SCHULZE,AUTHUN SCHULZE,34.66785812,22.04183769
GBRIND,1879,770760448,DINCECCO,256777,MADDISON,,,,
CUB,1879,,,1429.099976,MADDISON_IPO,,,,
NIC,1879,,,379.2999878,MADDISON_IPO,,,,
PRY,1879,,,400.7999878,MADDISON_IPO,,,,
MOZ,1879,,,3981.478027,MADDISON_IPO,,,,
LKA,1879,,,2998,MADDISON,,,,
PRT,1879,129212800,PRT HIST STAT,4571,MADDISON,,,,
AUS,1879,129000000,MITC,2127,MADDISON,,,,
GHA,1879,,,1676.116333,MADDISON_IPO,,,,
SYR,1879,,,1668.232544,MADDISON_IPO,,,,
KHM,1879,,,2492.790771,MADDISON_IPO,,,,
POL,1879,,,19560.05078,MADDISON_IPO,,,,
ECU,1879,,,1129.099976,MADDISON_IPO,,,,
ITA,1879,368159968,MITC,29425,MADDISON,,,,
FIN,1879,17051310,MITC,2014,MADDISON,GGDC,GGDC,52.97867203,16.01446342
CHE,1879,62264588,CHE STOHR,2821,MADDISON,,,,
BGR,1879,,,2972.550049,MADDISON_IPO,,,,
CHL,1879,53038360,CHL DIAZ,2230.7229,MADDISON,,,,
SGP,1879,,,116.8499985,MADDISON_IPO,,,,
IRL,1879,,,5266,MADDISON,,,,
FRA,1879,908701248,FRA TOUTAIN,38909,MADDISON,GGDC,GGDC,30.44067574,38.53468704
PER,1879,,,2939,MADDISON_IPO,,,,
SOM,1879,,,1652.599854,MADDISON_IPO,,,,
USSR,1879,,,98568.39844,MADDISON_IPO,,,,
ESP,1879,336509248,GGDC,16768,MADDISON,GGDC,GGDC,39.21446991,21.82779694
HUN,1879,,,6234.25,MADDISON_IPO,,,,
PRI,1879,,,739.2000122,MADDISON_IPO,,,,
SDN,1879,,,6469.953125,MADDISON_IPO,,,,
IRQ,1879,,,1796.209351,MADDISON_IPO,,,,
DNK,1879,41818180,MITC,2064,MADDISON,,,,
DOM,1879,,,323.8999939,MADDISON_IPO,,,,
LBY,1879,,,730.1153564,MADDISON_IPO,,,,
CRI,1879,,,185,MADDISON_IPO,,,,
MDG,1879,,,3016.144531,MADDISON_IPO,,,,
VEN,1879,,,1917,MADDISON,,,,
ARG,1879,,,2507,MADDISON_IPO,,,,
DEU,1879,844882368,DEU FREMDLING,43052,MADDISON,,,,
USA,1879,1946493824,USA MEASURING,49400,MADDISON,,,,
NLD,1879,85822704,GGDC,3986,MADDISON,GGDC,GGDC,23.42149353,34.12020111
LBN,1879,,,512.2092896,MADDISON_IPO,,,,
ROM,1879,,,9716.299805,MADDISON_IPO,,,,
AFG,1880,,,4561.186035,MADDISON_IPO,,,,
COL,1880,21025652,COL MEJIA,2880.5,MADDISON_IPO,,,,
BGR,1880,,,3015.5,MADDISON_IPO,,,,
HND,1880,,,436,MADDISON_IPO,,,,
CHL,1880,61736304,CHL DIAZ,2264.041992,MADDISON,,,,
ARG,1880,,,2586,MADDISON_IPO,,,,
POL,1880,,,19859.5,MADDISON_IPO,,,,
HTI,1880,,,1286.666626,MADDISON_IPO,,,,
NPL,1880,,,4945,MADDISON_IPO,,,,
KHM,1880,,,2509.767334,MADDISON_IPO,,,,
ADEN,1880,,,2943.255859,MADDISON_IPO,,,,
GHA,1880,,,1686.906982,MADDISON_IPO,,,,
DNK,1880,46344828,MITC,2081,MADDISON,,,,
SWE,1880,74500992,SWE EDVINSSON,4572,MADDISON,GGDC,GGDC,35.56304932,23.50253677
SGP,1880,,,120.5,MADDISON_IPO,,,,
PRK,1880,,,4600.767578,MADDISON_IPO,,,,
CHE,1880,66072184,CHE STOHR,2839,MADDISON,,,,
SAU,1880,,,2416.604736,MADDISON_IPO,,,,
IRL,1880,,,5203,MADDISON,,,,
VEN,1880,,,1952,MADDISON,,,,
OMN,1880,,,384.9069824,MADDISON_IPO,,,,
MNG,1880,,,681.2557983,MADDISON_IPO,,,,
BOL,1880,,,1562,MADDISON_IPO,,,,
GBRIND,1880,847302912,DINCECCO,257200,MADDISON,,,,
GTM,1880,,,1153.333374,MADDISON_IPO,,,,
LBN,1880,,,516.2325439,MADDISON_IPO,,,,
FIN,1880,18585156,MITC,2047,MADDISON,GGDC,GGDC,61.93319702,19.4881897
PRI,1880,,,749.666687,MADDISON_IPO,,,,
THA,1880,,,6222.5,MADDISON_IPO,,,,
VNM,1880,,,12577.06934,MADDISON_IPO,,,,
NZL,1880,29886596,DINCECCO,520,MADDISON,,,,
TUN,1880,,,1337.395386,MADDISON_IPO,,,,
ROM,1880,,,9776,MADDISON_IPO,,,,
SOM,1880,,,1663.660889,MADDISON_IPO,,,,
HUN,1880,,,6269.5,MADDISON_IPO,,,,
ESP,1880,364676256,GGDC,16859,MADDISON,GGDC,GGDC,37.96195221,23.83005142
JPN,1880,136837280,JPN OKAWA,36807,MADDISON,,,,
LKA,1880,,,3021,MADDISON,,,,
EGY,1880,,,8233.883789,MADDISON_IPO,,,,
GRC,1880,10240869,GRC KOSTELENOS,4049,MADDISON,GRC KOSTELENOS,GRC KOSTELENOS,71.43022919,6.676692486
MAR,1880,,,4086.465088,MADDISON_IPO,,,,
LBY,1880,,,733.371521,MADDISON_IPO,,,,
ZAF,1880,,,3385.604736,MADDISON_IPO,,,,
MDG,1880,,,3038.740234,MADDISON_IPO,,,,
ECU,1880,,,1142,MADDISON_IPO,,,,
USSR,1880,,,99668,MADDISON_IPO,,,,
ALB,1880,,,664.5,MADDISON_IPO,,,,
ITA,1880,397487968,MITC,29534,MADDISON,,,,
FRA,1880,1004925952,FRA TOUTAIN,39045,MADDISON,GGDC,GGDC,31.97489166,37.67877579
IRN,1880,,,9014.767578,MADDISON_IPO,,,,
PRT,1880,133334408,PRT HIST STAT,4610,MADDISON,,,,
PHL,1880,,,5769.5,MADDISON_IPO,,,,
MYS,1880,,,1192.5,MADDISON_IPO,,,,
DOM,1880,,,333,MADDISON_IPO,,,,
PER,1880,,,2976,MADDISON_IPO,,,,
AUS,1880,134000000,MITC,2197,MADDISON,,,,
PAN,1880,,,205,MADDISON_IPO,,,,
OTTO,1880,,,12538.81348,MADDISON_IPO,,,,
NLD,1880,92561616,GGDC,4043,MADDISON,GGDC,GGDC,26.06061172,31.50477791
JOR,1880,,,285.0697632,MADDISON_IPO,,,,
IDN,1880,,,36202.95313,MADDISON,,,,
DZA,1880,,,4176.232422,MADDISON_IPO,,,,
PRY,1880,,,402.6666565,MADDISON_IPO,,,,
NOR,1880,39735100,NOR HIST STAT,1919,MADDISON,,,,
USA,1880,2159356928,USA MEASURING,50458,MADDISON,,,,
AUTHUN,1880,327896224,AUTHUN SCHULZE,4941,MADDISON,AUTHUN SCHULZE,AUTHUN SCHULZE,35.61271667,21.93844223
CUB,1880,,,1440,MADDISON_IPO,,,,
MMR,1880,,,5867,MADDISON_IPO,,,,
HKG,1880,,,168.5,MADDISON_IPO,,,,
SLV,1880,,,583.333313,MADDISON_IPO,,,,
KOR,1880,,,9800.5,MADDISON_IPO,,,,
BRA,1880,57626176,MITC,11794,MADDISON,,,,
SDN,1880,,,6492.223633,MADDISON_IPO,,,,
SYR,1880,,,1677.813965,MADDISON_IPO,,,,
IRQ,1880,,,1820.232544,MADDISON_IPO,,,,
DEU,1880,859466496,DEU FREMDLING,43500,MADDISON,,,,
CAN,1880,98712152,CAN URQU,4384,MADDISON,,,,
BEL,1880,213596432,GGDC,5541,MADDISON,GGDC,GGDC,12.58329868,46.6934967
CHN,1880,1041269568,CHN MA,368000,MADDISON,CHN MA,CHN MA,72.39713287,6.250765324
LAO,1880,,,901.9767456,MADDISON_IPO,,,,
TWN,1880,,,2422.5,MADDISON_IPO,,,,
TTO,1880,,,172,MADDISON_IPO,,,,
MOZ,1880,,,4013.435059,MADDISON_IPO,,,,
GBR,1880,1218000000,GBR BROADBERRY,34623,MADDISON,,,,
NIC,1880,,,384,MADDISON_IPO,,,,
URY,1880,18402238,URY BERTOLA,464,MADDISON,,,,
JAM,1880,,,572.666687,MADDISON_IPO,,,,
MEX,1880,,,10399,MADDISON,,,,
CRI,1880,,,190.3333282,MADDISON_IPO,,,,
AFG,1881,,,4596.604492,MADDISON_IPO,,,,
AUS,1881,142000000,MITC,2269,MADDISON,,,,
MOZ,1881,,,4045.392334,MADDISON_IPO,,,,
DZA,1881,,,4216.255859,MADDISON_IPO,,,,
OMN,1881,,,386.6976624,MADDISON_IPO,,,,
MAR,1881,,,4117.511719,MADDISON_IPO,,,,
PHL,1881,,,5840.149902,MADDISON_IPO,,,,
TUN,1881,,,1353.534912,MADDISON_IPO,,,,
HTI,1881,,,1300.333374,MADDISON_IPO,,,,
BEL,1881,215383088,GGDC,5606,MADDISON,GGDC,GGDC,12.8429575,46.75349045
IRL,1881,,,5146,MADDISON,,,,
CUB,1881,,,1450.900024,MADDISON_IPO,,,,
